"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.042","70.193","70.265","70.282","70.28","70.265","70.228","70.204","70.183","70.104","69.981","69.85","69.678","69.491","69.325","69.16","69.002","68.863","68.524","69.247","69.301","69.313","69.308","69.494","69.717","70.028","70.436","70.75","71.053","72.818","72.361","73.206","",
"American Samoa","ASM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.435","72.903","72.75","72.509","73.116","73.897","73.967","73.519","73.443","73.244","73.698","73.946","74.037","74.4","74.286","75.325","75.749","76.135","76.464","76.356","76.389","76.596","76.375","76.359","76.26","76.9","76.899","77.412","77.981","78.434","77.697","78.818","",
"Austria","AUT","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.429","67.959","68.839","68.986","71.342","71.932","71.407","71.08","71.604","71.829","71.427","70.849","71.721","71.994","69.964","71.855","72.819","73.914","74.329","74.758","74.814","75.021","75.56","75.965","75.804","75.907","76.663","76.855","77.196","77.459","76.983","77.788","",
"Azerbaijan","AZE","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.871","76.219","78.216","80.528","82.635","83.953","84.056","83.783","83.201","82.805","82.096","79.96","77.927","75.893","73.544","71.882","70.103","67.058","65.697","65.481","65.193","65.409","65.83","66.218","67.212","67.937","69.334","70.091","70.8","70.86","73.303","72.53","",
"Burundi","BDI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.959","90.429","89.875","89.179","88.438","87.777","86.953","86.033","85.095","84.432","83.779","83.167","82.595","82.073","81.631","81.232","80.899","80.63","80.392","80.307","80.246","80.086","79.956","79.859","79.745","80.111","80.355","80.471","80.49","80.296","79.315","79.914","",
"Belgium","BEL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.883","60.234","60.795","61.077","61.969","62.376","62.426","62.821","63.434","64.631","65.282","63.654","64.119","64.28","65.287","66.708","66.467","66.976","67.078","66.904","67.656","66.727","66.941","67.546","67.705","67.566","67.58","68.613","69.21","69.625","69.084","70.193","",
"Benin","BEN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.903","72.898","72.871","72.831","72.794","72.767","72.735","72.7","72.664","72.627","72.59","72.553","72.515","72.519","72.524","72.529","72.535","72.543","72.55","72.555","72.559","72.565","71.334","70.069","68.768","67.441","66.09","64.712","63.309","63.271","62.672","62.856","",
"Burkina Faso","BFA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.658","85.696","85.012","84.324","83.602","82.885","82.167","81.407","80.632","79.839","79.001","78.164","77.301","76.441","75.55","74.661","73.741","72.942","72.13","71.306","70.469","69.617","68.746","67.85","66.931","66.877","66.834","66.79","66.745","66.692","66.049","66.638","",
"Bangladesh","BGD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.174","59.192","59.237","59.299","59.372","59.452","59.41","59.379","59.363","59.36","59.362","59.337","59.336","59.353","59.375","59.397","59.353","59.192","59.032","58.87","58.707","58.545","58.382","58.213","58.043","57.882","57.731","60.402","60.645","60.868","60.351","60.657","",
"Bulgaria","BGR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7","68.287","68.822","68.032","67.205","66.347","65.46","64.552","63.65","62.786","61.907","63.601","62.891","61.548","62.588","61.808","63.839","65.506","66.98","66.271","67.086","66.35","67.479","68.824","69.435","69.7","69.027","71.708","71.9","73.687","72.629","72.551","",
"Bahrain","BHR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.08","66.932","66.874","66.787","66.708","66.665","66.668","66.729","66.874","67.132","67.511","67.99","68.545","68.948","69.102","69.318","69.797","70.514","71.406","72.386","73.07","72.484","72.836","72.965","72.598","72.523","72.969","73.516","73.987","74.189","72.506","73.07","",
"Bahamas, The","BHS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.266","76.001","76.695","77.366","78.005","78.258","78.463","78.794","78.64","79.17","79.341","79.462","79.565","79.476","79.453","79.554","79.642","79.644","79.464","79.208","79.17","79.106","79.163","78.983","78.977","78.942","78.976","79.082","79.199","79.255","75.623","77.123","",
"Bosnia and Herzegovina","BIH","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.618","49.675","49.594","49.326","49.014","48.675","48.491","48.357","48.39","48.488","48.549","48.663","49.187","49.677","50.136","50.569","50.969","51.76","53.011","53.21","54.073","53.832","54.057","53.911","55.146","55.537","55.682","55.809","56.084","57.265","57.784","60.999","",
"Belarus","BLR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.518","68.544","68.751","68.925","69.337","69.821","69.832","69.623","69.601","69.768","70.489","71.126","71.659","72.114","72.512","72.906","73.291","73.653","74","74.314","74.648","75.093","75.618","76.154","76.681","77.142","77.547","77.932","78.152","78.354","78.497","78.826","",
"Belize","BLZ","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.922","59.275","59.601","59.598","59.382","59.604","59.911","60.279","60.669","61.058","61.444","61.795","62.111","62.405","62.676","62.942","63.207","63.47","63.733","63.99","64.269","64.583","64.909","65.242","66.239","66.679","67.145","66.69","66.902","67.041","65.424","66.717","",
"Bermuda","BMU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.168","70.483","70.441","70.692","71.007","71.316","71.586","71.907","72.252","72.613","72.384","72.173","71.941","71.713","71.488","71.267","74.273","72.108","73.167","73.588","73.616","73.647","70.189","70.663","72.86","68.45","68.833","69.987","73.215","72.363","71.581","70.132","",
"Brazil","BRA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.924","66.944","67.171","67.397","67.623","67.846","66.162","67.119","67.3","68.021","68.295","68.559","69.577","69.497","70.206","70.996","70.651","70.439","70.292","70.642","69.499","68.324","68.955","69.023","68.976","69.334","69.298","69.757","69.962","70.603","65.881","68.669","",
"Barbados","BRB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.617","76.834","76.049","76.911","77.79","78.567","77.509","78.44","78.331","78.332","79.27","80.179","78.897","79.681","80.012","79.784","77.759","77.609","77.419","77.495","77.554","77.587","76.188","76.571","74.074","74.056","75.65","74.809","73.908","73.27","71.538","72.182","",
"Brunei Darussalam","BRN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.527","67.564","67.866","68.176","68.493","68.818","69.142","69.459","69.768","70.071","70.37","70.667","70.531","70.398","70.271","70.153","70.033","69.904","69.759","69.595","69.422","69.286","68.738","68.209","67.696","67.195","66.709","66.238","68.88","68.17","67.758","68.196","",
"Bhutan","BTN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.705","72.495","72.295","72.103","71.905","71.698","71.649","71.624","71.619","71.656","71.734","71.791","71.875","71.984","72.095","72.203","72.158","72.115","72.079","72.06","70.337","69.324","66.646","67.418","64.525","65.636","65.778","65.893","65.969","66.027","63.495","63.863","",
"Botswana","BWA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.91","60.776","60.624","60.457","60.272","60.07","59.893","59.69","59.445","59.051","58.649","58.915","59.179","59.444","59.708","59.971","60.232","61.43","62.617","63.792","60.608","61.178","61.748","62.315","62.889","63.47","64.053","64.638","65.226","65.816","64.61","66.279","",
"Central African Republic","CAF","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.824","70.817","70.777","70.745","70.713","70.676","70.659","70.656","70.642","70.613","70.557","70.592","70.606","70.586","70.588","70.576","70.635","70.686","70.722","70.754","70.757","70.867","70.962","70.914","70.951","70.981","70.912","70.825","70.723","70.613","69.937","70.281","",
"Canada","CAN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.116","76.618","75.774","75.536","75.37","75.138","75.072","75.372","75.74","76.321","76.668","76.883","77.93","78.665","78.614","78.19","78.141","78.678","78.778","78.326","78.168","78.121","78.101","78.323","78.026","78.209","78.344","78.646","78.607","79.132","77.693","79.439","",
"Central Europe and the Baltics","CEB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9503330657371","70.1381373683461","70.0711792267964","69.2769205193863","68.5350464844462","67.8201865968924","67.3087972273502","66.9416995356127","66.5571617106184","66.3171395991958","66.3927804621626","66.313034946644","65.00373288402","64.6679313926247","64.6813904561729","64.6123654956544","64.767527463817","64.8837436609572","65.2874160995106","65.6767304478909","66.3298867651287","66.3075255491329","67.1026905974768","67.6624239379469","68.6244892812405","69.1634728101679","69.5664789741768","70.6646108682948","71.1893993266126","71.7485033477458","71.9261581939575","72.4300964574031","",
"Switzerland","CHE","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.67","79.841","80.332","80.45","79.486","79.567","80.32","80.305","81.127","81.006","80.533","81.187","81.214","81.266","80.907","80.799","81.231","81.595","82.289","82.415","81.236","81.934","82.168","82.298","82.762","83.181","83.727","83.801","84.051","84.142","83.929","83.588","",
"Channel Islands","CHI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.625","68.865","69.044","68.981","69.052","69.414","69.902","70.182","70.515","71.003","71.041","71.838","72.608","72.974","72.841","72.626","72.238","71.855","72.259","72.616","72.383","71.937","72.097","72.193","72.312","72.5","72.662","72.765","72.81","72.864","72.097","72.96","",
"Chile","CHL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.742","56.598","57.856","58.592","59.142","60.152","60.911","61.007","61.175","61.326","60.652","59.846","59.431","59.991","60.459","60.789","62.016","62.581","63.988","63.883","64.233","65.51","65.346","65.473","65.799","65.795","65.6","66.005","66.127","65.821","62.118","64.344","",
"China","CHN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.997","83.797","83.6","83.425","83.247","83.062","82.865","82.652","82.457","82.265","82.051","81.601","81.122","80.619","80.091","79.544","79.011","78.483","77.94","77.395","76.86","76.878","76.555","76.275","76.16","76.067","75.932","75.713","75.496","75.39","73.079","75.816","",
"Cote d'Ivoire","CIV","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.93","65.884","65.809","65.715","65.616","65.541","65.551","65.536","65.52","65.556","65.592","65.629","65.669","65.71","65.747","65.781","65.814","65.846","65.877","65.908","65.938","65.962","65.977","65.99","66.002","66.015","66.033","66.053","66.075","66.099","65.467","66.166","",
"Cameroon","CMR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.282","83.265","83.236","83.168","83.128","83.074","83.04","82.989","82.919","82.841","82.757","82.708","82.657","82.606","82.564","82.503","82.482","82.459","80.768","78.959","77.033","75.993","74.928","73.834","72.71","72.68","72.652","72.61","72.561","72.502","71.809","71.895","",
"Congo, Dem. Rep.","COD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.096","73.091","73.071","73.03","73.008","72.986","73.022","73.019","73.006","72.969","72.918","72.921","72.933","72.949","72.965","72.975","72.092","71.191","70.274","69.341","68.389","67.42","66.439","66.469","66.491","66.492","66.488","66.473","66.452","66.414","65.784","66.219","",
"Congo, Rep.","COG","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.788","69.702","69.611","69.502","69.376","69.297","69.229","69.147","69.086","68.997","68.944","68.913","68.893","68.858","68.832","68.828","68.814","68.757","68.752","68.757","68.751","68.809","68.877","68.9","68.933","68.922","68.86","68.804","68.732","68.663","68.012","68.057","",
"Colombia","COL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.222","69.256","69.514","69.915","70.363","70.749","70.808","71.022","70.935","70.315","70.493","70.54","70.461","71.215","69.722","69.03","67.741","66.433","66.959","69.82","71.297","72.116","73.185","72.896","73.13","73.641","73.308","73.254","72.937","72.135","67.499","69.546","",
"Comoros","COM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.031","42.987","42.992","42.956","42.867","42.8","42.708","42.627","42.524","42.425","42.362","42.275","42.172","42.056","41.954","42.334","42.714","43.094","43.471","43.839","44.2","44.555","44.908","45.264","45.624","45.556","45.511","45.469","45.432","45.382","44.965","45.103","",
"Cabo Verde","CPV","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.867","63.837","63.796","63.746","63.689","63.625","63.558","63.49","63.419","63.343","63.321","63.361","63.41","63.464","63.515","63.558","63.589","63.607","63.615","63.613","63.478","63.333","63.208","63.102","63.02","62.955","62.926","62.951","59.154","61.31","57.939","59.113","",
"Costa Rica","CRI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.305","59.467","58.925","59.883","60.44","61.473","59.446","61.571","63.366","63.236","62.738","64.913","64.586","65.254","63.998","66.392","66.131","67.231","66.795","66.517","64.11","65.266","68.867","68.435","69.236","67.877","63.687","65.307","67.774","70.024","66.697","68.176","",
"Caribbean small states","CSS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0114532356761","67.9865112434682","68.0246168046777","67.9738848908677","68.0957739296374","68.1317905083685","67.9099479061327","67.7890851809135","67.5823076224791","67.1280830457314","67.0096530200014","66.701199888234","66.5822974570254","66.6480795254443","67.0003363125784","67.1321043846458","67.0794278987937","66.9276885370495","66.8693865874926","65.768387694229","64.7034670853208","64.935855513487","65.2965305809735","65.846977658351","66.3174676953349","67.451962707494","67.2810864335558","67.6061308191661","67.5777829255679","67.3487044532544","65.3787785232706","66.627101624893","",
"Cuba","CUB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.983","58.43","57.836","57.055","57.154","57.368","57.85","58.084","58.18","58.578","58.972","59.252","59.465","59.797","60.226","60.934","61.699","62.26","62.695","64.313","63.896","64.807","65.196","65.556","65.802","66.223","66.441","66.742","67.094","67.316","62.369","63.969","",
"Curacao","CUW","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.584","67.203","66.82","66.935","67.001","67.069","67.145","67.237","67.344","67.464","67.594","69.166","69.335","70.611","70.7","70.818","71.46","72.391","72.063","71.647","72.337","72.17","72.291","72.601","73.559","72.181","71.169","71.823","72.855","73.618","73.652","74.972","",
"Czechia","CZE","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.823","71.965","71.994","72.022","72.324","72.303","72.088","71.559","71.56","71.612","71.063","70.568","70.319","70.035","69.773","70.335","70.298","69.81","69.731","70.203","70.279","70.528","71.584","72.883","73.531","74.003","74.995","75.874","76.566","76.75","76.477","76.803","",
"Germany","DEU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.904","71.767","70.997","70.627","70.622","70.221","70.19","70.339","70.458","70.878","70.74","71.114","71.244","71.772","71.693","74.108","75.335","75.881","76.151","76.521","76.539","77.217","77.104","77.427","77.565","77.382","78.506","78.869","79.074","80.071","78.821","78.924","",
"Djibouti","DJI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.09","38.101","38","37.804","37.624","37.498","37.315","37.193","37.094","36.964","36.771","36.647","36.465","36.256","36.05","35.846","35.501","35.16","34.829","34.518","34.242","34.105","34.002","33.921","33.839","33.74","33.686","33.59","33.493","33.408","32.077","32.489","",
"Dominica","DMA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.411","83.016","83.309","82.319","78.557","78.671","79.199","79.363","78.968","80.024","79.552","78.632","79.189","79.066","79.796","79.338","79.923","79.803","79.12","78.534","77.856","77.623","77.047","76.417","76.437","76.825","77.39","77.845","78.196","79.029","78.827","79.38","",
"Dominican Republic","DOM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.432","58.418","58.875","59.167","59.272","59.548","59.837","60.259","60.584","60.873","61.103","59.88","60.382","59.444","59.491","59.304","60.146","60.121","60.618","58.301","59.801","61.191","62.383","62.408","62.744","65.444","65.914","65.84","67.522","68.585","63.807","67.203","",
"Algeria","DZA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.714","46.023","46.19","46.565","46.888","46.986","47.152","47.045","46.877","46.621","46.366","46.11","45.863","45.62","45.365","45.116","44.849","44.582","44.309","44.029","44.294","44.507","44.73","46.094","43.574","44.711","44.998","45.058","45.125","45.234","42.741","43.618","",
